OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1324174,04092014532,A Slice of NY Pizza,8301 Brier Creek PKY,Ste. 107,RALEIGH,NC,27617,(919) 405-1301,2006/03/22 00:00:00+00,Restaurant,1745,-78.78334742,35.90685073,M
1324175,04092014483,Tacos Mexico,1430 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 557-1777,2005/12/08 00:00:00+00,Restaurant,1753,-78.77067049,35.59261337,M
1324176,04092030474,The Morning After (WCID #763),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 526-0261,2020/03/31 00:00:00+00,Mobile Food Units,1772,-78.63902655,35.752054,M
1324177,04092014486,Big Ed's City Market Restaurant,220 Wolfe ST ,,RALEIGH,NC,27601,(919) 836-9909,2006/01/06 00:00:00+00,Restaurant,1793,-78.6359868,35.77605485,M
1324178,04092021992,H Mart Kangnam Town,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,Food Stand,1804,-78.84865444,35.78921622,M
1324179,04092017127,HOLIDAY INN EXPRESS BREAKFAST,3618 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 256-2800,2016/01/05 00:00:00+00,Restaurant,1810,-78.57835567,35.7963578,M
1324180,04092021926,CIRCLE K #2703126,3220 POOLE RD ,,RALEIGH,NC,27610,,2016/01/05 00:00:00+00,Food Stand,1811,-78.58406526,35.77093117,M
1324181,04092016620,TAZZA KITCHEN,432 WOODBURN  RD ,STE 140,RALEIGH,NC,27605,(919) 835-9463,2014/02/14 00:00:00+00,Restaurant,1815,-78.65855965,35.78994083,M
1324182,04092021781,Catering Concepts,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014/01/31 00:00:00+00,Food Stand,1824,-78.59474383,35.84867059,M
1324183,04092018369,High Top Burger,2330-112 BALE ST,,RALEIGH,NC,27608,(984) 200-6521,2020/06/11 00:00:00+00,Restaurant,1831,-78.62772121,35.81322416,M
1324184,04092018116,Mason's Famous Lobster Rolls,4121 MAIN AT NORTH HILLS ST,Suite 100,RALEIGH,NC,27609-5756,(984) 200-1845,2019/06/19 00:00:00+00,Restaurant,1837,-78.64323049,35.83718561,M
1324185,04092030317,MOONRUNNERS SALOON (WCID #577),7237 BLANEY BLUFFS LN ,,RALEIGH,NC,27606,(919) 662-5119,2016/11/15 00:00:00+00,Mobile Food Units,1842,-78.71942174,35.69622461,M
1324186,04092021912,FOOD LION #1079 PRODUCE,5621 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 981-0402,2015/11/18 00:00:00+00,Food Stand,1844,-78.55796888,35.85459972,M
1324187,04092025281,Harris Teeter #494 Meat/Seafood,1273 NW MAYNARD RD,,CARY,NC,27513,,2019/08/26 00:00:00+00,Food Stand,1845,-78.81193845,35.78534681,M
1324188,04092030448,NC Burger (WCID #731),10125 DIVISION DR ,,RALEIGH,NC,27603-5664,(919) 614-0959,2019/11/05 00:00:00+00,Mobile Food Units,1848,-78.7114342,35.63398295,M
1324189,04092016833,SUBWAY #3151,311 CROSSROADS BLVD ,,CARY,NC,27518,(919) 851-9594,2014/12/31 00:00:00+00,Restaurant,1849,-78.73871452,35.76064286,M
1324190,04092021384,Harris Teeter #344 Produce,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 00:00:00+00,Food Stand,1877,-78.6187408,35.86627943,M
1324191,04092016684,CHINA QUEEN,2233-103 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 832-8882,2014/05/16 00:00:00+00,Restaurant,1860,-78.6777461,35.7779645,M
1324192,04092016959,SHERATON RALEIGH KITCHEN/JIMMY V'S OSTERIA & BAR,421 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 834-9900,2015/07/07 00:00:00+00,Restaurant,1889,-78.6399062,35.77493479,M
1324193,04092014554,KFC #J120103,1403 W Williams ST,,APEX,NC,27502,(919) 303-7997,2006/04/25 00:00:00+00,Restaurant,1891,-78.87726967,35.7501529,M
1324194,04092021670,DOMINO'S #5504,7315 SIX FORKS RD,,RALEIGH,NC,27615-6162,(919) 847-8855,2011/04/27 00:00:00+00,Food Stand,1892,-78.64725808,35.88069032,M
1324195,04092016683,ROLY POLY,4040 ED DR ,,RALEIGH,NC,27612,(919) 785-0441,2014/05/13 00:00:00+00,Restaurant,1894,-78.70319672,35.82518153,M
1324196,04092018251,Pizza Hut #036631,1805 Aversboro RD ,,GARNER,NC,27529,(919) 779-9200,2019/12/03 00:00:00+00,Restaurant,1895,-78.61707161,35.6858565,M
1324197,04092016747,SMITHFIELD'S CHICKEN N BAR-B-Q,3578 DAVIS  DR ,,MORRISVILLE,NC,27560,(919) 468-2607,2014/09/11 00:00:00+00,Restaurant,1897,-78.84697957,35.81858861,M
1324198,04092018168,THAI'S NOODLE,2101 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 481-3036,2019/09/05 00:00:00+00,Restaurant,1901,-78.84652326,35.82111262,M
1324199,04092015058,Bojangles #39,1581 E Williams ST ,,APEX,NC,27502,(919) 362-6796,2008/02/01 00:00:00+00,Restaurant,1908,-78.83501432,35.70601048,M
1324200,04092025287,Amazon Prime Now,1590 WOLFPACK LN,,RALEIGH,NC,27609,(919) 790-1024,2019/10/25 00:00:00+00,Food Stand,1918,-78.61333543,35.82393272,M
1324201,04092030294,The Naked Empanada (WCID #542),218 S WHITE ST ,,WAKE FOREST,NC,27587,(919) 609-5725,2015/11/18 00:00:00+00,Mobile Food Units,1927,-78.51016553,35.97750081,M
1324202,04092021650,HARRIS TEETER #353 DELI,13686 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 00:00:00+00,Food Stand,1949,-78.51867461,36.00548951,M
1324203,04092018345,Olive Tree Market,270 NOTTINGHAM DR,,CARY,NC,27511,(919) 481-0321,2020/04/08 00:00:00+00,Restaurant,1955,-78.74295108,35.76835456,M
1324204,04092018042,Bodega,110 S White ST ,,WAKE FOREST,NC,27587,(984) 235-4187,2019/01/25 00:00:00+00,Restaurant,1957,-78.50961846,35.97912263,M
1324205,04092018315,Irregardless cafe,901 W MORGAN ST ,,RALEIGH,NC,27603-1511,(919) 833-8898,2020/02/06 00:00:00+00,Restaurant,1958,-78.65603068,35.78118378,M
1324206,04092017485,CITY MARKET SUSHI,315 BLAKE ST ,,RALEIGH,NC,27601,(919) 322-1987,2016/12/01 00:00:00+00,Restaurant,1959,-78.63561219,35.77622916,M
1324207,04092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,,GARNER,NC,27529,(919) 773-0061,2016/11/28 00:00:00+00,Restaurant,1960,-78.58765235,35.69782164,M
1324208,04092017026,N. C. BAGEL CAFE & DELI,3108 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 469-2777,2015/12/19 00:00:00+00,Restaurant,1961,-78.84652326,35.82111262,M
1324209,04092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,,RALEIGH,NC,27695,(919) 515-5132,2011/08/16 00:00:00+00,Restaurant,1963,-78.67967966,35.76286971,M
1324210,04092018312,Noodle Boulevard,1718 WALNUT ST,,CARY,NC,27511,(919) 678-1199,2020/01/30 00:00:00+00,Restaurant,1976,-78.747188,35.76300175,M
1324211,04092017488,MI CANCUN,324 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-9979,2016/12/14 00:00:00+00,Restaurant,1995,-78.8436742,35.66711942,M
1324212,04092025337,Bul Box North Hills,4421 Six Forks RD ,Suite 116 A,RALEIGH,NC,27609,(984) 200-3654,2021/01/11 00:00:00+00,Food Stand,2026,-78.64349886,35.84017418,M
1324213,04092021873,FOOD LION #1514 MEAT/SEAFOOD,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/08/31 00:00:00+00,Food Stand,2031,-78.81120699,35.8045716,M
1324214,04092012110,Jersey Mikes,4121 NEW BERN AVE ,SUITE 101,RALEIGH,NC,27610-1379,(919) 231-0070,1997/03/20 00:00:00+00,Restaurant,2034,-78.56526592,35.80114227,M
1324215,04092021652,EL TORO SUPERMARKET MEAT MARKET ,3609 JUNCTION BLVD ,,RALEIGH,NC,27603,(919) 773-8172,2011/02/10 00:00:00+00,Food Stand,2050,-78.65709887,35.73081565,M
1324216,04092018095,Walking Crab,1549 US 70 W ,,GARNER,NC,27529,(919) 977-3515,2019/05/01 00:00:00+00,Restaurant,1997,-78.64729883,35.72372411,M
1324217,04092017792,Moe's Southwest Grill,9660 Falls of Neuse RD ,Suite 145,RALEIGH,NC,27615,(919) 650-6643,2018/02/19 00:00:00+00,Restaurant,2052,-78.60015155,35.90522894,M
1324218,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014/02/14 00:00:00+00,Restaurant,2063,-78.59615202,35.81727946,M
1324219,04092016267,CHINA KING,313 CROSSROADS BLVD ,,CARY,NC,27518,(919) 233-8385,2012/10/01 00:00:00+00,Restaurant,2065,-78.73871452,35.76064286,M
1324220,04092017553,BURGER KING #11244,2791 Nc 55 HWY ,,CARY,NC,27511,(919) 387-0071,2017/03/15 00:00:00+00,Restaurant,2072,-78.87169627,35.78608086,M
1324221,04092020870,Papa John's Pizza,9611 Strickland Rd ,,RALEIGH,NC,27615,(919) 676-7272,1999/04/07 00:00:00+00,Food Stand,2088,-78.6561631,35.90108866,M
1324222,04092110479,LAKE MYRA ELEMENTARY CAFETERIA,1300 ELK FALLS  DR ,,WENDELL,NC,27591,(919) 365-8990 ext. 25404,2009/04/24 00:00:00+00,Public School Lunchrooms,2091,-78.42971564,35.76143338,M
1324223,04092017665,ALADDIN'S EATERY,4209-136 LASSITER MILL RD ,,RALEIGH,NC,27609,(919) 977-9025,2017/08/11 00:00:00+00,Restaurant,2077,-78.64419373,35.83866344,M
1324224,04092017502,CARDINAL AT NORTH HILLS CLUB HOUSE,4030 CARDINAL AT NORTH HILLS ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/01/11 00:00:00+00,Restaurant,2095,0,0,U
1324225,04092016293,Quality Inn #NC436 Breakfast Bar,2539 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 863-0091,2012/10/26 00:00:00+00,Restaurant,2099,-78.64828387,35.74994855,M
1324226,04092015886,SUBWAY #33002,7106 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0406,2011/01/24 00:00:00+00,Restaurant,2106,-78.49110797,35.79651289,M
1324227,04092021998,SWIFT CREEK MINI MART,1120 RAND  RD ,,RALEIGH,NC,27529,(919) 779-1383,2016/12/09 00:00:00+00,Food Stand,2097,-78.61328254,35.65751899,M
1324228,04092021832,HARRIS TEETER #319 DELI,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,2107,-78.67971393,35.85737248,M
1324229,04092025306,Pizza Hut 06316,6330 ROGERS RD,,ROLESVILLE,NC,27571,(984) 237-0021,2020/01/24 00:00:00+00,Food Stand,2110,-78.46695569,35.92118294,M
1324230,04092018305,Miso Ramen,970 HIGH HOUSE RD,,CARY,NC,27513,(984) 333-0110,2020/01/27 00:00:00+00,Restaurant,2111,-78.82691458,35.788417,M
1324231,04092300281,INTERFOOD 3 HERMANOS MEAT MARKET,522  VILLAGE CT ,,GARNER,NC,27529,(919) 803-1047,2017/03/30 00:00:00+00,Meat Market,2120,-78.61859506,35.70774919,M
1324232,04092015715,MCDONALD'S #7811,6250 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 878-5907,2010/09/09 00:00:00+00,Restaurant,2121,-78.58011489,35.87020114,M
1324233,04092014550,KFC/Taco Bell #J120093,6405 Falls of Neuse RD,,RALEIGH,NC,27615,(919) 872-6902,2006/04/25 00:00:00+00,Restaurant,2124,-78.62197977,35.87045451,M
1324234,04092015761,SUBWAY #2692,2424 WAKE FOREST RD ,,RALEIGH,NC,27608,(919) 829-0900,2011/06/29 00:00:00+00,Restaurant,2134,-78.62593167,35.81503317,M
1324235,04092025184,Billiam's Cafe & Catering @TKA,2161 S Wilmington ST ,,RALEIGH,NC,27603,(443) 631-6400,2018/05/30 00:00:00+00,Food Stand,2146,-78.64171063,35.75324624,M
1324236,04092017805,NY Bagel,301 Glenwood AVE ,Suite 180,RALEIGH,NC,27603,(919) 615-1054,2018/03/08 00:00:00+00,Restaurant,2151,-78.64802957,35.784569,M
1324237,04092030345,MR. PUEBLA TACOS (WCID #603),6925 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 208-3730,2017/08/18 00:00:00+00,Mobile Food Units,2155,-78.58556165,35.86996942,M
1324238,04092018521,Sam Jones BBQ,502 W LENOIR ST,,RALEIGH,NC,27601,,2021/01/21 00:00:00+00,Restaurant,2167,-78.64668906,35.77340158,M
1324239,04092021833,HARRIS TEETER #319 PRODUCE,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,Food Stand,2171,-78.67971393,35.85737248,M
1324240,04092110117,Green Hope High Sch. Cafeteria,2500 Carpenter Upchurch RD ,,CARY,NC,27519,(919) 380-3684,1999/08/12 00:00:00+00,Public School Lunchrooms,2179,-78.86673547,35.80474992,M
1324241,04092110115,Wakefield Elementary Cafeteria,2400 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3565,1999/06/30 00:00:00+00,Public School Lunchrooms,2178,-78.56641546,35.94649395,M
1324242,04092018397,Smithfield's Chicken 'N' Bar-B-Q,121 WAKELON ST,,ZEBULON,NC,27597,(919) 269-7900,2020/07/08 00:00:00+00,Restaurant,2197,-78.31878142,35.83344055,M
1324243,04092018138,Crema at City Plaza,421 Fayettville ST ,,RALEIGH,NC,27601,(919) 834-7279,2019/07/18 00:00:00+00,Restaurant,2198,-78.63936414,35.77440995,T
1324244,04092018098,Jersey Mike's Sub #3189,166 Cabela DR ,,GARNER,NC,27529,,2019/04/11 00:00:00+00,Restaurant,2203,-78.58356211,35.69799194,M
1324245,04092012198,Windsor Point Restaurant,1221 BROAD ST,,FUQUAY VARINA,NC,27526-3602,(919) 552-4580,1998/02/27 00:00:00+00,Restaurant,2191,-78.80163084,35.59974785,T
1324246,04092017265,WENDYS,4105 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 872-5270,2016/09/27 00:00:00+00,Restaurant,2245,-78.61367241,35.83751586,M
1324247,04092018417,First Watch,304 GRAND HILL PL,,HOLLY SPRINGS,NC,27540-4490,,2020/08/12 00:00:00+00,Restaurant,2250,-78.8436742,35.66711942,M
1324248,04092017663,CHIOS ROTISSERIE,2656 TIMBER DR ,,GARNER,NC,27529,(919) 773-1016,2017/08/07 00:00:00+00,Restaurant,2251,-78.63679241,35.71604965,M
1324249,04092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,STE 100,RALEIGH,NC,27612,(919) 239-4114,2014/08/12 00:00:00+00,Restaurant,2205,-78.70374515,35.85715323,M
1324250,04092025197,The Bowls @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 213-1008,2018/08/01 00:00:00+00,Food Stand,2254,-78.6456917,35.77945516,M
1324251,04092018141,Sheetz,13401 FALLS OF NEUSE RD,,RALEIGH,NC,27614,(919) 554-8858,2019/07/22 00:00:00+00,Restaurant,2265,-78.55932262,35.9435196,M
1324252,04092021876,FOOD LION #2196 PRODUCE,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015/09/16 00:00:00+00,Food Stand,2267,-78.84918533,35.82217686,M
1324253,04092011839,Jersey Mikes,962-D Airport BLVD ,,MORRISVILLE,NC,27560,(919) 319-0039,1996/03/05 00:00:00+00,Restaurant,2225,-78.82129441,35.85834068,M
1324254,04092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006/08/25 00:00:00+00,Meat Market,2278,-78.6070629,35.8395659,M
1324255,04092021574,WALMART SUPERCENTER #4250 DELI,1001 SHILOH GLENN  DR ,,MORRISVILLE,NC,27560,(919) 474-2285,2009/06/16 00:00:00+00,Food Stand,2314,-78.84693338,35.86659083,M
1324256,04092018513,Another Broken Egg,1211 MARKET CENTER  DR ,,MORRISVILLE,NC,27560,(919) 465-1079,2020/12/29 00:00:00+00,Restaurant,2289,-78.81477941,35.8080269,M
1324257,04092014558,KFC #J120095,4040 Capital BLVD,,RALEIGH,NC,27604,(919) 872-5356,2006/04/24 00:00:00+00,Restaurant,2317,-78.58107016,35.83615994,M
1324258,04092018332,Taqueria La Costena,101 DICKENS RD,,FUQUAY VARINA,NC,27526,(919) 244-9788,2020/03/02 00:00:00+00,Restaurant,2318,-78.81133237,35.61594652,M
1324259,04092021686,HUNT BROTHERS PIZZA,321 S SALEM ST ,,APEX,NC,27502,(919) 362-7134,2011/09/01 00:00:00+00,Food Stand,2320,-78.85352033,35.72724081,M
1324260,04092017444,SAN JOSE MEX & TEQUILA BAR,11201 GALLERIA AVE ,SUITE 101,RALEIGH,NC,27614,(919) 435-6050,2016/10/20 00:00:00+00,Restaurant,2321,-78.54362102,35.94819247,M
1324261,04092017441,PNC CLUB 204-B (PIZZA SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,Restaurant,2322,-78.7229363,35.8032419,M
1324262,04092017440,PNC CLUB 220-B,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,Restaurant,2323,-78.7229363,35.8032419,M
1324263,04092017438,MARCO'S PIZZA #8400,9906 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 380-0044,2016/10/27 00:00:00+00,Restaurant,2324,-78.82063472,35.81480892,M
1324264,04092016969,JOYCE AND FAMILY RESTAURANT,129 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 567-1717,2015/07/07 00:00:00+00,Restaurant,2337,-78.80056831,35.58594643,M
1324265,04092016329,COMFORT INN & SUITES,6209 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 782-1112,2013/01/20 00:00:00+00,Restaurant,2338,-78.70428576,35.85617198,M
1324266,04092017760,Triangle Chicken House,9825-F CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 377-1903,2017/12/28 00:00:00+00,Restaurant,2335,-78.81682593,35.81118245,M
1324267,04092017457,BABA GHANNOUJ,2468 WALNUT ST ,,CARY,NC,27518,(919) 233-0907,2016/11/15 00:00:00+00,Restaurant,2346,-78.74427315,35.75323584,M
1324268,04092018416,The Reserve at Mills Farm,1000 MILLS CHASE LOOP,,APEX,NC,27523,(919) 208-5183,2020/08/12 00:00:00+00,Restaurant,2349,-78.8298594,35.75052675,M
1324269,04092015124,"Ruckus Pizza, Pasta & Spirits",8111-208 Tryon Woods  DR ,,CARY,NC,27518,(919) 851-3999,2008/05/02 00:00:00+00,Restaurant,2341,-78.74266974,35.7468093,M
1324270,04092018546,CHEENI@YMCA,1603 HILLSBOROUGH ST ,,RALEIGH,NC,27605,(918) 720-4337,2021/02/28 00:00:00+00,Restaurant,2350,-78.65901345,35.78367588,M
1324271,04092017033,LONGHORN 5556,300 CONSERVATION RD ,,GARNER,NC,27529,(919) 772-7707,2015/09/17 00:00:00+00,Restaurant,2353,-78.58232283,35.69664726,M
1324272,04092016089,OVER THE FALLS,419 S BROOKS ST ,,WAKE FOREST,NC,27587,(919) 570-8588,2012/01/20 00:00:00+00,Restaurant,2352,-78.50993609,35.9738265,M
1324273,04092017790,Southland Steakhouse,1007  Shepard School Rd,,ZEBULON,NC,27597,(919) 375-4783,2018/02/21 00:00:00+00,Restaurant,2355,-78.31427362,35.83238402,M
1324274,04092017554,KIWI CAFE AND SMOOTHIES,11211 GALLERIA AVE ,UNIT 103,RALEIGH,NC,27614,(919) 570-5001,2017/03/15 00:00:00+00,Restaurant,2356,-78.54331441,35.94865826,M
1324275,04092016649,GROUCHO'S DELI,10 HORNE ST ,STE 102,RALEIGH,NC,27607,(919) 977-7747,2014/03/19 00:00:00+00,Restaurant,2359,-78.66772207,35.78808922,M
1324276,04092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-2237,2013/07/30 00:00:00+00,Restaurant,2367,-78.84948074,35.66266499,M
1324277,04092016520,MCDONALDS #12332,865 Durham RD ,,WAKE FOREST,NC,27587-8793,(919) 554-1095,2013/10/04 00:00:00+00,Restaurant,2397,-78.53778576,35.97884882,M
1324278,04092015477,Goodberry's Creamery at Cameron Village,2042 CLARK AVE ,,RALEIGH,NC,27603,(919) 833-9998,2009/10/02 00:00:00+00,Restaurant,2362,-78.66035027,35.78902487,M
1324279,04092017158,ARBY'S #7668,2104 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 556-6724,2016/02/26 00:00:00+00,Restaurant,2398,-78.5339887,35.94898611,M
1324280,04092018515,Wing Stop #1863,3209 AVENT FERRY RD,,RALEIGH,NC,27606,(919) 977-4010,2020/12/21 00:00:00+00,Restaurant,2404,-78.69521757,35.76771232,M
1324281,04092017016,KRAFTY'S BURGERS & BREWS,1177 TIMBER DR E ,,GARNER,NC,27529,(919) 329-8000,2015/09/03 00:00:00+00,Restaurant,2406,-78.57544772,35.68894454,M
1324282,04092017017,PANDA GARDEN,1440-103 BROGDEN WOODS DR ,,WAKE FOREST,NC,28587,(919) 848-5883,2015/09/04 00:00:00+00,Restaurant,2405,-78.69439726,35.98988119,M
1324283,04092017518,SALSA AZTECA,7425 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 295-5355,2017/01/26 00:00:00+00,Restaurant,2407,-78.47986997,35.79937576,M
1324284,04092016624,WAFFLE HOUSE #2051,2237 AVENT FERRY RD ,#105,RALEIGH,NC,27607,(919) 856-4789,2014/02/20 00:00:00+00,Restaurant,2419,-78.67605091,35.77835817,M
1324285,04092015712,SAN JOSE MEXICAN RESTAURANT,877 E GANNON AVE ,,ZEBULON,NC,27616,(919) 269-3399,2010/09/15 00:00:00+00,Restaurant,2420,-78.29418521,35.83015828,M
1324286,04092110476,RIVER BEND ELEMENTARY CAFETERIA,6710 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 431-8010 ext. 25509,2008/12/03 00:00:00+00,Public School Lunchrooms,2424,-78.53592651,35.86465714,M
1324287,04092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,SUITE 234,RALEIGH,NC,27605,(919) 307-3613,2017/01/27 00:00:00+00,Restaurant,2429,-78.65845011,35.79783502,M
1324288,04092016233,MAR-Y-SOL II,1310 CORPORATION PKY ,,RALEIGH,NC,27610-1363,(919) 212-8100,2012/08/03 00:00:00+00,Restaurant,2431,-78.56780289,35.79794477,M
1324289,04092018185,DUNKIN DONUTS/BASKIN ROBBINS 337301,4415 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 876-9901,2019/09/25 00:00:00+00,Restaurant,2438,-78.61262519,35.84176217,M
1324290,04092021584,HARRIS TEETER #331 PRODUCE,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009/09/24 00:00:00+00,Food Stand,2448,-78.79278417,35.70189107,M
1324291,04092021847,FOOD LION #2199 PRODUCE,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2015/04/29 00:00:00+00,Food Stand,2455,-78.7027985,35.90556189,M
1324292,04092015521,NOODLES & COMPANY,200 CROSSROADS  BLVD ,STE 110,CARY,NC,27518,(919) 851-5080,2009/11/02 00:00:00+00,Restaurant,2458,-78.74109738,35.76025037,M
1324293,04092017491,MOE'S SOUTHWEST GRILL #100789,5020 ARCO ST ,,CARY,NC,27519,(919) 230-1720,2016/12/16 00:00:00+00,Restaurant,2460,-78.88191924,35.83347908,M
1324294,04092018558,Mon Macaron,111 SEABOARD AVE ,Suite 118,RALEIGH,NC,27604,(919) 439-5737,2021/03/15 00:00:00+00,Restaurant,2466,-78.64016785,35.78860778,M
1324295,04092015765,WAFFLE HOUSE #1901,1051 DURHAM  RD ,,WAKE FOREST,NC,27587,(919) 554-2501,2011/07/07 00:00:00+00,Restaurant,2467,-78.55120145,35.97391774,M
1324296,04092012149,New Panda Chinese Restaurant,2660 TIMBER DR ,,GARNER,NC,27529-2571,(919) 661-8393,1997/10/27 00:00:00+00,Restaurant,2476,-78.63679241,35.71604965,M
1324297,04092012252,Jacks Seafood Restaurant,1516 NEW BERN AVE ,,RALEIGH,NC,27610-2536,(919) 755-1551,1998/06/02 00:00:00+00,Restaurant,2478,-78.61632038,35.7797367,M
1324298,04092030257,LEE'S KITCHEN (WCID #478),4638 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2014/04/21 00:00:00+00,Mobile Food Units,2489,-78.57926249,35.84833828,M
1324299,04092018489,Carolina Crispy Fry,1209 Farmers Market DR ,,RALEIGH,NC,27603,(314) 458-1068,2020/12/11 00:00:00+00,Restaurant,2495,-78.6633093,35.76445694,M
1324300,04092017850,SEQIRUS CAFE,475 GREEN OAKS PKY ,,HOLLY SPRINGS,NC,27540,(919) 577-3810,2018/05/21 00:00:00+00,Restaurant,2502,-78.86718952,35.65081234,M
1324301,04092018392,ACADEMY STREET BISTRO,200 S ACADEMY ST ,STE 100,CARY,NC,27511,(919) 377-0509,2020/06/30 00:00:00+00,Restaurant,2512,-78.78170139,35.78644735,M
1324302,04092015523,BOCCI TRATTORIA & PIZZERIA,2425 KILDAIRE FARM  RD ,STE 201,CARY,NC,27518,(919) 803-5358,2009/11/19 00:00:00+00,Restaurant,2513,-78.77660452,35.72829274,M
1324303,04092017306,WENDY'S #6338,12430 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 562-2349,2016/09/02 00:00:00+00,Restaurant,2538,-78.53512833,35.98551325,M
1324304,04092018096,Asali Desserts and Cafe,107 S Edinburgh DR ,,CARY,NC,27511,(919) 362-7882,2019/05/02 00:00:00+00,Restaurant,2521,-78.79822545,35.73935005,M
1324305,04092018045,Jersey Mike's #3009,2320-108 Bale ST ,,RALEIGH,NC,27609,(919) 878-7827,2019/01/30 00:00:00+00,Restaurant,2531,-78.62723763,35.812985,M
1324306,04092010350,Harris Teeter #289 Deli ,2603 GLENWOOD AVE ,,RALEIGH,NC,27608-1044,(919) 787-5526,1991/03/18 00:00:00+00,Restaurant,2547,-78.66059857,35.81550372,M
1324307,04092010264,FIRST PRESBYTERIAN CHURCH,120 W HARGET ST ,,RALEIGH,NC,27601-1344,(919) 832-9929,1991/04/02 00:00:00+00,Restaurant,2553,-78.64072997,35.77902413,M
1324308,04092016770,DON BETO'S TACOS,421 CHAPANOKE RD ,,RALEIGH,NC,27603,(919) 977-1071,2014/10/02 00:00:00+00,Restaurant,2566,-78.65333581,35.73464573,M
1324309,04092017647,SOUTHERN HARVEST AT THE MATTHEWS HOUSE,317 W CHATHAM ST ,,CARY,NC,27511,(919) 308-6665,2017/07/27 00:00:00+00,Restaurant,2569,-78.78723389,35.78648749,M
1324310,04092017793,Cold off the Press,416-100 W South ST ,,RALEIGH,NC,27601,(984) 444-9006,2018/01/29 00:00:00+00,Restaurant,2542,-78.64561302,35.7723683,M
1324311,04092018199,Fairfield Inn & Suites by Marriott Foodservice,12051 RETAIL DR,,WAKE FOREST,NC,27587,(919) 435-7056,2019/10/14 00:00:00+00,Restaurant,2576,-78.54414942,35.97661643,M
1324312,04092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010/04/19 00:00:00+00,Restaurant,2582,-78.81924536,35.85853632,M
