OBJECTID;HSISID;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTALCODE;PHONENUMBER;RestaurantOpenDate;FACILITYTYPE;PERMITID;X;Y;GEOCODESTATUS;geo_shape;geo_point_2d
1324811;04092014045;Chinatown Express;5800 Duraleigh Rd;;RALEIGH;NC;27612;;2004-04-27T22:00:00-04:00;Restaurant;6910;-78.7119026;35.85735834;M;"{""type"": ""Point"", ""coordinates"": [-78.71190523965535, 35.85736543055335]}";35.8573654306,-78.7119052397
1324822;04092110129;Moore Square Magnet Middle School;301 S PERSON ST;;RALEIGH;NC;27601-1821;(919) 664-5737 ext. 26635;2002-07-07T22:00:00-04:00;Public School Lunchrooms;6958;-78.6342447;35.77609748;M;"{""type"": ""Point"", ""coordinates"": [-78.63424730547861, 35.77610455365291]}";35.7761045537,-78.6342473055
1324837;04092013761;Harris Teeter #257 Deli;2080 Kildaire Farm Rd;;CARY;NC;27511;(919) 233-9483;2003-01-16T20:00:00-05:00;Restaurant;7043;-78.78068706;35.73567462;M;"{""type"": ""Point"", ""coordinates"": [-78.78068971269082, 35.73568168081286]}";35.7356816808,-78.7806897127
1324845;04092016816;LUCETTEGRACE;235 S. SALISBURY STREET;;RALEIGH;NC;27601;(919) 307-4950;2014-11-20T20:00:00-05:00;Restaurant;7109;-78.63978546;35.77728476;M;"{""type"": ""Point"", ""coordinates"": [-78.63978806480944, 35.77729183488196]}";35.7772918349,-78.6397880648
1324851;04092018328;The Butcher's Mexican Grill;3110-116 New Bern AVE;;RALEIGH;NC;27610;(984) 200-5884;2020-02-26T20:00:00-05:00;Restaurant;7120;-78.58746753;35.78820277;M;"{""type"": ""Point"", ""coordinates"": [-78.58747012334146, 35.78820985315431]}";35.7882098532,-78.5874701233
1324855;04092021245;Food Lion #2504 Deli;1030-125 N Rogers Ln;;RALEIGH;NC;27610;(919) 792-0321;2003-12-11T20:00:00-05:00;Food Stand;7139;-78.54967347;35.79198567;M;"{""type"": ""Point"", ""coordinates"": [-78.54967605253613, 35.79199275897424]}";35.791992759,-78.5496760525
1324857;04092014119;HONG KONG CHINESE KITCHEN;5563 WESTERN  BLVD;Suite 11-A;RALEIGH;NC;27606;(919) 851-1505;2004-08-25T22:00:00-04:00;Restaurant;7161;-78.72051017;35.78412594;M;"{""type"": ""Point"", ""coordinates"": [-78.72051280359935, 35.78413301829578]}";35.7841330183,-78.7205128036
1324858;04092021295;Harris Teeter #21 Produce & Salad Bar;501 Oberlin RD;;RALEIGH;NC;27605;(919) 828-9216;2004-09-22T22:00:00-04:00;Food Stand;7164;-78.66326182;35.79058333;M;"{""type"": ""Point"", ""coordinates"": [-78.66326443926992, 35.7905904078924]}";35.7905904079,-78.6632644393
1324861;04092013750;Fuji China;4001 Widewater Pky;Suite E;KNIGHTDALE;NC;27545;(919) 217-8568;2003-01-01T20:00:00-05:00;Restaurant;7181;-78.50515596;35.79511678;M;"{""type"": ""Point"", ""coordinates"": [-78.50515852625404, 35.79512386319415]}";35.7951238632,-78.5051585263
1324867;04092013054;PNC 103-105;1400 EDWARDS MILL RD;;RALEIGH;NC;27607-3624;(919) 861-2300 ext. 5;1999-10-27T22:00:00-04:00;Restaurant;7258;-78.7229363;35.8032419;M;"{""type"": ""Point"", ""coordinates"": [-78.72293893608871, 35.803248979034706]}";35.803248979,-78.7229389361
1324875;04092014001;Logan's Roadhouse;1000 Timber DR E;;GARNER;NC;27529;(919) 329-9340;2004-03-04T20:00:00-05:00;Restaurant;7292;-78.58103206;35.68893829;M;"{""type"": ""Point"", ""coordinates"": [-78.58103464802984, 35.68894535108324]}";35.6889453511,-78.581034648
1324881;04092110016;Leadmine Elementary Cafeteria;8301 OLD LEAD MINE RD;;RALEIGH;NC;27615-2930;(919) 870-4120 ext. 21182;1991-09-16T22:00:00-04:00;Public School Lunchrooms;7352;-78.65713584;35.89159018;M;"{""type"": ""Point"", ""coordinates"": [-78.65713845996257, 35.89159728546315]}";35.8915972855,-78.65713846
1324882;04092110020;Joyner Elementary Cafeteria;2300 LOWDEN ST;;RALEIGH;NC;27608-0707;(919) 856-7650 ext. 21606;1991-09-16T22:00:00-04:00;Public School Lunchrooms;7353;-78.63298429;35.81521046;M;"{""type"": ""Point"", ""coordinates"": [-78.63298689795931, 35.81521754317502]}";35.8152175432,-78.632986898
1324886;04092025230;Domino's #7431;13220-190 Strickland RD;;RALEIGH;NC;27613;(919) 676-6602;2018-12-16T20:00:00-05:00;Food Stand;7377;-78.72657103;35.90727261;M;"{""type"": ""Point"", ""coordinates"": [-78.7265736711893, 35.90727971700057]}";35.907279717,-78.7265736712
1324888;04092014046;Overtime Sports Pub;1030-149 N Rogers Ln;;RALEIGH;NC;27610;(919) 255-9556;2004-05-03T22:00:00-04:00;Restaurant;7396;-78.54967347;35.79198567;M;"{""type"": ""Point"", ""coordinates"": [-78.54967605253613, 35.79199275897424]}";35.791992759,-78.5496760525
1324892;04092017721;LaFarm Bakery & Cafe W.F. West Cary;5055 Arco ST;;Cary;NC;27519;(984) 228-0300;2017-11-02T21:00:00-04:00;Restaurant;7517;-78.88191924;35.833479080000004;M;"{""type"": ""Point"", ""coordinates"": [-78.88192192140102, 35.83348615885768]}";35.8334861589,-78.8819219214
1324893;04092017089;RISE CAMERON VILLAGE;530 DANIELS ST;;RALEIGH;NC;27605;(984) 200-6966;2015-11-19T20:00:00-05:00;Restaurant;7519;-78.66105804;35.79149603;M;"{""type"": ""Point"", ""coordinates"": [-78.66106065233878, 35.79150311278948]}";35.7915031128,-78.6610606523
1324898;04092050023;Knightdale Headstart Kitchen;1020 Todd Rd;;KNIGHTDALE;NC;27545;(919) 266-1240;2003-08-26T22:00:00-04:00;Private School Lunchrooms;7549;-78.44699487;35.83204765;M;"{""type"": ""Point"", ""coordinates"": [-78.44699742321184, 35.83205474313405]}";35.8320547431,-78.4469974232
1324899;04092017728;Whole Foods Market #10611 Specialty;5055 Arco ST;;CARY;NC;27519;(984) 228-0300;2017-11-02T21:00:00-04:00;Restaurant;7550;-78.88191924;35.833479080000004;M;"{""type"": ""Point"", ""coordinates"": [-78.88192192140102, 35.83348615885768]}";35.8334861589,-78.8819219214
1324902;04092110096;Davis Drive Elem. Sch. Cafeteria;2151 DAVIS DR;;CARY;NC;27519-9276;(919) 387-2135;1994-07-18T22:00:00-04:00;Public School Lunchrooms;7588;-78.85122381;35.77868918;M;"{""type"": ""Point"", ""coordinates"": [-78.85122648122889, 35.77869625114168]}";35.7786962511,-78.8512264812
1324907;04092016433;Sticky Rice;927 DURHAM RD;STE 107;WAKE FOREST;NC;27587;(919) 554-8189;2013-05-29T22:00:00-04:00;Restaurant;7665;-78.54094643;35.97615047;M;"{""type"": ""Point"", ""coordinates"": [-78.5409490193361, 35.97615759437806]}";35.9761575944,-78.5409490193
1324909;04092011879;El Dorado #8;8111 CREEDMOOR RD;ste.161;RALEIGH;NC;27613-4389;(919) 848-0788;1996-05-30T22:00:00-04:00;Restaurant;7689;-78.68248786;35.89850336;M;"{""type"": ""Point"", ""coordinates"": [-78.682490487023, 35.8985104661893]}";35.8985104662,-78.682490487
1324914;04092017757;Michael's English Muffins;3611-114 Spring Forest RD;;RALEIGH;NC;27616;(919) 615-0319;2017-12-14T20:00:00-05:00;Restaurant;7706;-78.57985951;35.8552556;M;"{""type"": ""Point"", ""coordinates"": [-78.57986210108626, 35.85526269394643]}";35.8552626939,-78.5798621011
1324916;04092018173;Weaver Street Market;404 W HARGETT ST;;RALEIGH;NC;27603-1806;(919) 429-7800;2019-09-14T22:00:00-04:00;Restaurant;7716;-78.64555484;35.77872095;M;"{""type"": ""Point"", ""coordinates"": [-78.64555744716775, 35.778728025523414]}";35.7787280255,-78.6455574472
1324922;04092110509;OAK VIEW ELEMENTARY SCHOOL CAFETERIA;11500 HOLLY SPRINGS NEW HILL RD;;APEX;NC;27571;(919) 694-8885 ext. 23552;2016-07-05T22:00:00-04:00;Public School Lunchrooms;7777;-78.86600938;35.66227694;M;"{""type"": ""Point"", ""coordinates"": [-78.86601204752074, 35.66228398203114]}";35.662283982,-78.8660120475
1324924;04092300193;Food Lion #669 Meat Market;405 S Main St;;ROLESVILLE;NC;27571-9664;;2000-06-30T22:00:00-04:00;Meat Market;7782;-78.46472721;35.91731538;T;"{""type"": ""Point"", ""coordinates"": [-78.46472977814355, 35.9173224967878]}";35.9173224968,-78.4647297781
1324935;04092021080;Domino's Pizza #5505;1367 SE Maynard;;CARY;NC;27511;(919) 469-1115;2001-07-11T22:00:00-04:00;Food Stand;7858;-78.76385241;35.78884053;M;"{""type"": ""Point"", ""coordinates"": [-78.76385505680044, 35.7888476025671]}";35.7888476026,-78.7638550568
1324936;04092110148;Forestville Elementary School Cafeteria;7125 Forestville Rd;;KNIGHTDALE;NC;27545;(919) 266-8499;2004-08-05T22:00:00-04:00;Public School Lunchrooms;7880;-78.48336519;35.80934278;M;"{""type"": ""Point"", ""coordinates"": [-78.48336775644358, 35.80934987230465]}";35.8093498723,-78.4833677564
1324943;04092011175;Neo-Asia;6602 GLENWOOD AVE;;RALEIGH;NC;27612-7136;(919) 783-8383;1992-10-05T21:00:00-04:00;Restaurant;7916;-78.70776115;35.86036202;M;"{""type"": ""Point"", ""coordinates"": [-78.70776378790782, 35.86036910858401]}";35.8603691086,-78.7077637879
1324944;04092011813;BURGER KING #4521;2241 AVENT FERRY RD;;RALEIGH;NC;27606-2133;(919) 829-1908;1996-01-16T20:00:00-05:00;Restaurant;7932;-78.67605091;35.77835817;M;"{""type"": ""Point"", ""coordinates"": [-78.67605352969262, 35.778365249459014]}";35.7783652495,-78.6760535297
1324946;04092020989;Food Lion #1573 Deli;3926 WESTERN Blv;;RALEIGH;NC;27606-1937;(919) 664-8059;2000-06-30T22:00:00-04:00;Food Stand;7948;-78.69252351;35.78576143;M;"{""type"": ""Point"", ""coordinates"": [-78.69252613378441, 35.7857685102434]}";35.7857685102,-78.6925261338
1324947;04092110138;Cary Elementary Cafeteria;400 Kildaire Farm Rd;;CARY;NC;27511;(919) 460-3455 ext. 26759;2003-08-06T22:00:00-04:00;Public School Lunchrooms;7982;-78.78171142;35.78101554;M;"{""type"": ""Point"", ""coordinates"": [-78.78171407253447, 35.78102261586506]}";35.7810226159,-78.7817140725
1324961;04092110133;Ballentine Elem. Sch. Cafeteria;1651 N McLaurin Ln;;FUQUAY VARINA;NC;27526;(919) 557-1120 ext. 20940;2002-08-05T22:00:00-04:00;Public School Lunchrooms;8111;-78.7724712;35.6135987;M;"{""type"": ""Point"", ""coordinates"": [-78.77247383941257, 35.61360573834281]}";35.6136057383,-78.7724738394
1324969;04092110484;HERITAGE HIGH SCHOOL CAFETERIA;1150 FORESTVILLE RD;;WAKE FOREST;NC;27587;(919) 570-5600 ext. 20633;2009-08-16T22:00:00-04:00;Public School Lunchrooms;8179;-78.51100216;35.94014388;M;"{""type"": ""Point"", ""coordinates"": [-78.51100474115522, 35.94015099843616]}";35.9401509984,-78.5110047412
1324971;04092010095;Bull And Bear;5442 SIX FORKS RD;;RALEIGH;NC;27609-4436;(919) 847-3617;1991-05-01T22:00:00-04:00;Restaurant;8195;-78.64059702;35.85499105;M;"{""type"": ""Point"", ""coordinates"": [-78.64059963348264, 35.85499814877322]}";35.8549981488,-78.6405996335
1324982;04092014015;The Third Place;1811 Glenwood Ave;;RALEIGH;NC;27608;(919) 834-6566;2004-03-31T21:00:00-05:00;Restaurant;8241;-78.64652735;35.80484826;M;"{""type"": ""Point"", ""coordinates"": [-78.6465299618435, 35.804855345925546]}";35.8048553459,-78.6465299618
1324983;04092018299;YOUR PIE CARY;685 CARY TOWNE BLVD;;CARY;NC;27511;(919) 378-9578;2020-01-22T20:00:00-05:00;Restaurant;8248;-78.76677132;35.77674815;M;"{""type"": ""Point"", ""coordinates"": [-78.76677396674955, 35.77675522268456]}";35.7767552227,-78.7667739667
1324985;04092013480;McDonald's #5105;2801 Wake Forest RD;;RALEIGH;NC;27609;(919) 821-3297;2001-12-18T20:00:00-05:00;Restaurant;8255;-78.62471373;35.81912811;M;"{""type"": ""Point"", ""coordinates"": [-78.6247163391983, 35.819135200586935]}";35.8191352006,-78.6247163392
1324987;04092015654;Craft Public House;1040 TRYON VILLAGE DR;STE 601;CARY;NC;27518;(919) 851-9173;2010-05-03T22:00:00-04:00;Restaurant;8272;-78.74469033;35.7463126;M;"{""type"": ""Point"", ""coordinates"": [-78.74469297381022, 35.7463196637161]}";35.7463196637,-78.7446929738
1324991;04092160021;Woodland Terrace Assisted Living Foodservice;300 Kildaire Woods Dr;;CARY;NC;27511;(919) 465-0356;2001-09-04T22:00:00-04:00;Institutional Food Service;8335;-78.7790102;35.76613538;M;"{""type"": ""Point"", ""coordinates"": [-78.77901284894176, 35.766142450977526]}";35.766142451,-78.7790128489
1324992;04092017991;APPLEBEE'S GRILL & BAR;8701 Brier Creek Pky;;RALEIGH;NC;27617;(919) 544-9771;2018-12-11T20:00:00-05:00;Restaurant;8342;-78.78741928;35.90296393;M;"{""type"": ""Point"", ""coordinates"": [-78.7874219402282, 35.902971032597584]}";35.9029710326,-78.7874219402
1324999;04092110152;East Cary Middle Sch. Cafeteria;1111 SE Maynard RD;;CARY;NC;27511;(919) 466-4377 ext. 27308;2004-08-08T22:00:00-04:00;Public School Lunchrooms;8390;-78.76568936;35.78066096;M;"{""type"": ""Point"", ""coordinates"": [-78.76569201038811, 35.78066803011368]}";35.7806680301,-78.7656920104
1325006;04092016269;CHIPOTLE #1946;1516 VILLAGE MARKET  PL;;MORRISVILLE;NC;27560;(919) 238-3971;2012-09-26T22:00:00-04:00;Restaurant;8465;-78.81676023;35.80454378;M;"{""type"": ""Point"", ""coordinates"": [-78.81676289578759, 35.80455086076863]}";35.8045508608,-78.8167628958
1325014;04092013475;Bojangles # 29;12109 Cloverleaf Dr;;WAKE FOREST;NC;27587-6516;(919) 554-2243;2001-12-13T20:00:00-05:00;Restaurant;8553;-78.54093466;35.97688776;M;"{""type"": ""Point"", ""coordinates"": [-78.54093724812206, 35.9768948853146]}";35.9768948853,-78.5409372481
1325018;04092021734;TARGET CAFE;100 GRAND HILL  PL;;HOLLY SPRINGS;NC;27540;(919) 557-2686;2013-01-23T20:00:00-05:00;Food Stand;8592;-78.85156307;35.660463730000004;M;"{""type"": ""Point"", ""coordinates"": [-78.85156574044032, 35.66047077521044]}";35.6604707752,-78.8515657404
1325022;04092017865;THE SHINY DINER;1550 BUCK JONES RD;;CARY;NC;27606;(919) 469-3663;2018-06-21T22:00:00-04:00;Restaurant;8596;-78.74458848;35.763805;M;"{""type"": ""Point"", ""coordinates"": [-78.74459111839435, 35.76381206840445]}";35.7638120684,-78.7445911184
1325030;04092021942;CIRCLE K #2720320;3289 AVENT FERRY RD;;RALEIGH;NC;27606;(919) 851-4889;2016-02-11T20:00:00-05:00;Food Stand;8681;-78.69673573;35.76720142;M;"{""type"": ""Point"", ""coordinates"": [-78.69673835889631, 35.7672084896356]}";35.7672084896,-78.6967383589
1325039;04092013988;Cook Out #25;3930 Western Blv;;RALEIGH;NC;27606;(919) 821-2926;2004-02-17T20:00:00-05:00;Restaurant;8749;-78.69305854;35.78482575;M;"{""type"": ""Point"", ""coordinates"": [-78.69306116581942, 35.78483283114537]}";35.7848328311,-78.6930611658
1325043;04092017722;Chopt North Ridge;6004 Falls of Neuse RD;;RALEIGH;NC;27609;(984) 232-0451;2017-11-02T21:00:00-04:00;Restaurant;8780;-78.61995347;35.86546488;M;"{""type"": ""Point"", ""coordinates"": [-78.61995607808194, 35.865471975904285]}";35.8654719759,-78.6199560781
1325045;04092025313;On Board Catering @ TKA;2201 S WILMINGTON ST;;RALEIGH;NC;27603-2559;;2020-06-22T22:00:00-04:00;Food Stand;8805;-78.63902655;35.752054;M;"{""type"": ""Point"", ""coordinates"": [-78.63902915336328, 35.752061073209084]}";35.7520610732,-78.6390291534
1325062;04092025188;Redplate Catering @TKA;2161 S Wilmington ST;;RALEIGH;NC;27601;(919) 332-1492;2018-06-20T22:00:00-04:00;Food Stand;8871;-78.64171063;35.75324624;M;"{""type"": ""Point"", ""coordinates"": [-78.64171323689276, 35.753253315631916]}";35.7532533156,-78.6417132369
1325063;04092018502;Brixx Bedford;1540 DUNN RD;;RALEIGH;NC;27614;;2020-12-09T20:00:00-05:00;Restaurant;8880;-78.58619433;35.92539994;M;"{""type"": ""Point"", ""coordinates"": [-78.58619692959705, 35.92540705624738]}";35.9254070562,-78.5861969296
1325069;04092015842;YUM YUM THAI CUISINE;1861 N HARRISON AVE;;CARY;NC;27513;(919) 677-1166;2010-12-16T20:00:00-05:00;Restaurant;8885;-78.7675584;35.83023022;M;"{""type"": ""Point"", ""coordinates"": [-78.76756104699183, 35.83023730729641]}";35.8302373073,-78.767561047
1325073;04092017197;EL TACO MARKET;3800 NEW BERN  AVE;;RALEIGH;NC;27610;(919) 250-0412;2016-04-11T22:00:00-04:00;Restaurant;8958;-78.57600249;35.79743532;M;"{""type"": ""Point"", ""coordinates"": [-78.57600508370865, 35.797442406531616]}";35.7974424065,-78.5760050837
1325074;04092030331;CURRY IN A HURRY (WCID #599);506 PERSHING RD;;RALEIGH;NC;27608;(919) 606-4285;2017-04-27T22:00:00-04:00;Mobile Food Units;8966;-78.63363931;35.80442156;M;"{""type"": ""Point"", ""coordinates"": [-78.63364191376397, 35.80442863999274]}";35.80442864,-78.6336419138
1325080;04092017695;Saltgrass Steakhouse;6601 Knightdale BLVD;;KNIGHTDALE;NC;27545;(919) 217-7070;2017-10-09T22:00:00-04:00;Restaurant;9002;-78.50947971;35.79658276;M;"{""type"": ""Point"", ""coordinates"": [-78.50948227819245, 35.79658984893282]}";35.7965898489,-78.5094822782
1325089;04092020856;Papa John's #1576;2904 Wake Forest RD;;RALEIGH;NC;27609;(919) 743-3333;2005-03-10T20:00:00-05:00;Food Stand;9049;-78.62201285;35.82014495;M;"{""type"": ""Point"", ""coordinates"": [-78.62201546076135, 35.82015203329039]}";35.8201520333,-78.6220154608
1325095;04092016270;DOHERTY'S IRISH PUB & RESTAURANT;1979 HIGH HOUSE RD;;CARY;NC;27519;(919) 388-9930;2012-09-30T22:00:00-04:00;Restaurant;9100;-78.84865444;35.78921622;M;"{""type"": ""Point"", ""coordinates"": [-78.84865710814032, 35.78922329718074]}";35.7892232972,-78.8486571081
1325096;04092017809;PEDALER WINE AND BEER;5910 DURALEIGH RD;STE 141;RALEIGH;NC;27612;(984) 222-3218;2018-03-28T22:00:00-04:00;Restaurant;9103;-78.7119967;35.8587201;M;"{""type"": ""Point"", ""coordinates"": [-78.71199933608575, 35.858727189457426]}";35.8587271895,-78.7119993361
1325099;04092028050;Chop Shop;210 E SIX FORKS RD;;RALEIGH;NC;27609;(919) 696-4603;2019-02-10T20:00:00-05:00;Food Stand;9107;-78.6299036;35.8214579;M;"{""type"": ""Point"", ""coordinates"": [-78.62990620693978, 35.82146499150213]}";35.8214649915,-78.6299062069
1325104;04092014368;Firehouse Subs;1047 Beaver Creek Commons DR;;APEX;NC;27502;(919) 367-0111;2005-08-14T22:00:00-04:00;Restaurant;9168;-78.87238568;35.74374477;M;"{""type"": ""Point"", ""coordinates"": [-78.87238835828589, 35.74375183519692]}";35.7437518352,-78.8723883583
1325106;04092020941;Papa John's #1579;14460 New Falls of Neuse Rd;Ste 115;RALEIGH;NC;27614-8227;(919) 488-7272;2000-04-27T22:00:00-04:00;Food Stand;9182;-78.54362008;35.94386602;M;"{""type"": ""Point"", ""coordinates"": [-78.5436226726421, 35.94387313570081]}";35.9438731357,-78.5436226726
1325120;04092110121;Yates Mill Elem. Sch. Cafet.;5993 YATES MILL POND RD;;RALEIGH;NC;27606-8930;(919) 233-4244 ext. 20912;2000-06-26T22:00:00-04:00;Public School Lunchrooms;9300;-78.72960612;35.73779691;M;"{""type"": ""Point"", ""coordinates"": [-78.72960875314143, 35.73780398029183]}";35.7378039803,-78.7296087531
1325136;04092018061;Red Monkey Latin Fusion;4325 GLENWOOD  AVE;STE 2049;RALEIGH;NC;27612;(919) 896-7412;2019-02-24T20:00:00-05:00;Restaurant;9444;-78.68184484;35.84183815;T;"{""type"": ""Point"", ""coordinates"": [-78.68184746066838, 35.84184523901024]}";35.841845239,-78.6818474607
1325142;04092014392;Dairy Queen;12271 Capital Blv;;WAKE FOREST;NC;27587;(919) 554-2564;2005-09-25T22:00:00-04:00;Restaurant;9487;-78.53978632;35.98090041;M;"{""type"": ""Point"", ""coordinates"": [-78.53978890844739, 35.98090753555254]}";35.9809075356,-78.5397889084
1325149;04092025229;Domino's #8908;833 Perry RD;;APEX;NC;27502;(919) 387-0030;2018-12-16T20:00:00-05:00;Food Stand;9513;-78.84486569;35.71972699;M;"{""type"": ""Point"", ""coordinates"": [-78.84486836269771, 35.71973405314338]}";35.7197340531,-78.8448683627
1325150;04092017294;WENDY'S #6320;7132  KNIGHTDALE BLVD;;KNIGHTDALE;NC;27545;(919) 266-0917;2016-08-23T22:00:00-04:00;Restaurant;9517;-78.48874912;35.79711938;M;"{""type"": ""Point"", ""coordinates"": [-78.48875167978973, 35.79712647259074]}";35.7971264726,-78.4887516798
1325157;04092021091;BJ's Warehouse Club #123 (Foodstand - MM Area);8811 Brier Creek Pky;;RALEIGH;NC;27616;(919) 806-5000;2001-09-06T22:00:00-04:00;Food Stand;9569;-78.78753116;35.90154813;M;"{""type"": ""Point"", ""coordinates"": [-78.78753382009671, 35.90155523077709]}";35.9015552308,-78.7875338201
1325177;04092016600;LUGANO RISTORANTE;1060 DARRINGTON DR;;CARY;NC;27513;(919) 468-7229;2014-01-20T20:00:00-05:00;Restaurant;9709;-78.81615412;35.79989381;M;"{""type"": ""Point"", ""coordinates"": [-78.81615678259186, 35.799900884192304]}";35.7999008842,-78.8161567826
1325178;04092016865;CROSSTOWN PUB;140 E. CHATHAM STREET;;CARY;NC;27511;(919) 650-2853;2015-01-28T20:00:00-05:00;Restaurant;9722;-78.77981276;35.78711494;M;"{""type"": ""Point"", ""coordinates"": [-78.77981541306607, 35.7871220131865]}";35.7871220132,-78.7798154131
1325182;04092018526;Hank's Downtown Dive;111 E CHATHAM ST;A;CARY;NC;27511;;2021-02-09T20:00:00-05:00;Restaurant;9737;-78.78052303;35.78769406;M;"{""type"": ""Point"", ""coordinates"": [-78.78052568605611, 35.787701139805584]}";35.7877011398,-78.7805256861
1325187;04092016123;PANERA BREAD #1644;4421 SIX FORKS RD;STE 119;RALEIGH;NC;27609-5771;(919) 781-1112;2012-03-26T22:00:00-04:00;Restaurant;9755;-78.64349886;35.84017418;M;"{""type"": ""Point"", ""coordinates"": [-78.64350146841194, 35.84018127432055]}";35.8401812743,-78.6435014684
1325188;04092016597;WINE AUTHORITIES;211 E FRANKLIN ST;;RALEIGH;NC;27604;(919) 831-9463;2013-12-30T20:00:00-05:00;Restaurant;9756;-78.63482408;35.79035401;M;"{""type"": ""Point"", ""coordinates"": [-78.63482669269791, 35.79036109372915]}";35.7903610937,-78.6348266927
1325191;04092014606;Subway;2820 Brentwood RD;;RALEIGH;NC;27604;(919) 790-3555;2006-06-05T22:00:00-04:00;Restaurant;9777;-78.59615202;35.81727946;M;"{""type"": ""Point"", ""coordinates"": [-78.59615461660849, 35.8172865519843]}";35.817286552,-78.5961546166
1325195;04092016338;HAMPTON INN & SUITES CRABTREE RALEIGH KITCHEN;3920 ARROW DR;;RALEIGH;NC;27612;(919) 881-7080;2013-01-03T20:00:00-05:00;Restaurant;9783;-78.67285035;35.836204359999996;M;"{""type"": ""Point"", ""coordinates"": [-78.6728529698855, 35.83621145107941]}";35.8362114511,-78.6728529699
1325201;04092017318;FREDDY'S FROZEN CUSTARD & STEAKBURGERS #3207;221 GRAND HILL PL;;HOLLY SPRINGS;NC;27540;(919) 557-3421;2016-09-07T22:00:00-04:00;Restaurant;9814;-78.84526788;35.66457162;M;"{""type"": ""Point"", ""coordinates"": [-78.84527054778452, 35.66457866721377]}";35.6645786672,-78.8452705478
1325205;04092017154;CAFE TIRAMISU;6008 FALLS OF NEUSE RD;;RALEIGH;NC;27609;(919) 790-1006;2016-02-16T20:00:00-05:00;Restaurant;9831;-78.6187408;35.86627943;M;"{""type"": ""Point"", ""coordinates"": [-78.61874340680966, 35.86628653183545]}";35.8662865318,-78.6187434068
1325208;04092025322;Publix #1652 Seafood/Sushi;417 W PEACE ST;100;RALEIGH;NC;27603-5017;(919) 755-5444;2020-09-01T22:00:00-04:00;Food Stand;9839;-78.64490127;35.78789475;M;"{""type"": ""Point"", ""coordinates"": [-78.64490387865506, 35.78790183500178]}";35.787901835,-78.6449038787
1325214;04092021056;Cook Out #13;6505 FALLS OF NEUSE RD;;RALEIGH;NC;27615-6814;(919) 862-8830;2001-02-22T20:00:00-05:00;Food Stand;9877;-78.6223661;35.87164953;M;"{""type"": ""Point"", ""coordinates"": [-78.62236871000093, 35.871656633402836]}";35.8716566334,-78.62236871
1325225;04092013833;Andre's Coffee & Crepes;315 Crossroads BLVD;;CARY;NC;27511;(919) 233-0288;2003-07-08T22:00:00-04:00;Restaurant;9950;-78.73871452;35.76064286;M;"{""type"": ""Point"", ""coordinates"": [-78.73871715458904, 35.76064993114341]}";35.7606499311,-78.7387171546
1325239;04092013885;Rudino's Parkside;4022 Village Park Dr;;KNIGHTDALE;NC;27545;(919) 261-0143;2003-08-28T22:00:00-04:00;Restaurant;10047;-78.49683785;35.79808616;M;"{""type"": ""Point"", ""coordinates"": [-78.49684041978921, 35.7980932497203]}";35.7980932497,-78.4968404198
1325242;04092017650;CONNECTIONS CAFE;8000 PURFOY RD;;FUQUAY-VARINA;NC;27526;;2017-07-24T22:00:00-04:00;Restaurant;10067;-78.77357718;35.57846701;M;"{""type"": ""Point"", ""coordinates"": [-78.77357981783602, 35.57847403712974]}";35.5784740371,-78.7735798178
1325243;04092016686;ALPACA PERUVIAN CHARCOAL CHICKEN;9575 CHAPEL HILL  RD;;MORRISVILLE;NC;27560;(919) 378-9259;2014-04-27T22:00:00-04:00;Restaurant;10070;-78.81120699;35.8045716;M;"{""type"": ""Point"", ""coordinates"": [-78.81120965648697, 35.80457867400827]}";35.804578674,-78.8112096565
1325250;04092025256;Dank Burrito @ TCo;500 E Davie ST;Ste. 132;RALEIGH;NC;27601;(919) 917-7521;2019-04-16T22:00:00-04:00;Food Stand;10106;-78.63206132;35.77487463;M;"{""type"": ""Point"", ""coordinates"": [-78.63206392972492, 35.77488170759487]}";35.7748817076,-78.6320639297
1325254;04092017333;AMC Holly Springs 9;320 GRAND HILL PL;;HOLLY SPRINGS;NC;27540;(919) 285-0580;2016-09-28T22:00:00-04:00;Restaurant;10140;-78.8436742;35.66711942;M;"{""type"": ""Point"", ""coordinates"": [-78.84367686832354, 35.66712647018418]}";35.6671264702,-78.8436768683
1325260;04092300152;Food Lion #247 Meat Market;4510 Capital Blv;;RALEIGH;NC;27604-4353;(919) 876-8126;2000-06-30T22:00:00-04:00;Meat Market;10149;-78.57896604;35.84571366;M;"{""type"": ""Point"", ""coordinates"": [-78.57896863063159, 35.84572075719369]}";35.8457207572,-78.5789686306
1325275;04092160065;BROOKDALE CARY FOOD SERVICE;7870 CHAPEL HILL RD;;CARY;NC;27573;(919) 852-1355;2008-09-18T22:00:00-04:00;Institutional Food Service;10220;-78.76164216;35.79641259;M;"{""type"": ""Point"", ""coordinates"": [-78.76164480551402, 35.79641967217106]}";35.7964196722,-78.7616448055
1325280;04092300288;Cary African and Caribbean Market;1435 SE Maynard ST;;CARY;NC;27511;(919) 462-3500;2019-04-04T22:00:00-04:00;Meat Market;10231;-78.76384442;35.79193542;M;"{""type"": ""Point"", ""coordinates"": [-78.76384706819184, 35.791942496806755]}";35.7919424968,-78.7638470682
